Email,Fname,Lname,Birth_Date,Phone_Number,Longitude,Latitude,Remaining_Points
scobbyn8@gnu.org,Shirlee,Cobby,4/7/2002,6910179493,26.6831949,42.5387912,200
mmouginn9@nymag.com,Marney,Mougin,22/8/2001,6967504510,13.9774742,49.9120778,750
agurnettna@cafepress.com,Andras,Gurnett,13/5/1985,6995141657,90.4997867,23.6237888,700
mbruckernb@hubpages.com,Maxi,Brucker,4/5/2002,6924641910,124.823242,45.11803,250
sedgingtonnc@google.cn,Sophey,Edgington,13/3/1992,6934676344,-119.6934422,50.8137495,750
chovelnd@sogou.com,Charlot,Hovel,27/6/2001,6957786299,-78.0751774,18.4484094,430
mlilloene@mlb.com,Merilee,Lilloe,15/12/2001,6989849710,107.981045,36.905869,770
givorynf@sogou.com,Griffin,Ivory,20/6/2003,6956124001,121.0315758,14.7247931,270
gruseng@addthis.com,Gordy,Ruse,2/1/1983,6974555904,-80.0590804,26.6654996,310
emuzzininh@twitpic.com,Erl,Muzzini,19/11/1982,6902108572,101.9476452,2.7239834,100
pshoppeeni@newyorker.com,Petronia,Shoppee,11/5/2000,6921059042,-72.7141496,19.9276075,490
rtheurernj@census.gov,Rancell,Theurer,11/5/1989,6901785400,28.2888529,45.457057,560
sdissnk@berkeley.edu,Sari,Diss,4/1/1991,6944239125,115.965874,37.347409,150
mfossicknl@1688.com,Maje,Fossick,2/7/1993,6935997830,14.4868829,46.2531292,10
eallansonnm@zdnet.com,Elvin,Allanson,22/10/1998,6985758729,-10.6182477,6.446976,920
hmacconnelnn@storify.com,Holly,MacConnel,20/6/2001,6992838187,119.113185,33.551052,30
gcreiganno@buzzfeed.com,Goober,Creigan,11/5/1982,6960243810,-86.81,33.37,810
kfennersnp@miibeian.gov.cn,Kandace,Fenners,9/9/1989,6991316597,113.207187,22.928305,390
jmolesnq@netvibes.com,Jesse,Moles,19/1/1992,6905344356,12.5097274,41.8977003,660
kconnicknr@github.com,Kory,Connick,22/2/1990,6922393451,121.2234268,5.976337,310
rtouseyns@prlog.org,Roldan,Tousey,23/11/2004,6975421994,98.0983756,46.801046,780
alinnemannt@ibm.com,Aymer,Linneman,1/2/1995,6909628448,-87.603826,15.3179065,840
preaynu@sbwire.com,Phillipp,Reay,5/3/1993,6901129841,105.8573,-6.6825,320
hsilvermannv@moonfruit.com,Humbert,Silverman,27/7/1999,6979202498,112.7226611,-7.3977218,740
jedwardnw@devhub.com,Jamie,Edward,9/11/1982,6939912703,107.71625,15.113472,720
ldallynnx@earthlink.net,Lucita,Dallyn,4/3/1988,6991725864,41.1199008,45.0052663,550
slidgateny@sitemeter.com,Sully,Lidgate,25/8/1998,6911132424,83.7677148,27.9771813,910
bhastilownz@t.co,Berkeley,Hastilow,13/1/1995,6990573696,19.6159543,49.909141,950
ajohansseno0@squarespace.com,Aurilia,Johanssen,23/2/1990,6964904795,12.5899894,55.6832198,390
dsingho1@etsy.com,Deidre,Singh,17/8/1983,6994656933,-8.7683674,53.7942932,150
jcockarillo2@wikipedia.org,Jonis,Cockarill,21/8/1984,6920118005,39.0528407,3.5399846,10
mbrambillo3@stumbleupon.com,Marta,Brambill,7/6/1983,6909176784,-112.8285983,53.0222045,110
nranklino4@scientificamerican.com,Nicol,Ranklin,26/10/1991,6919571207,-58.5197163,-34.5926613,440
oaubrio5@godaddy.com,Oberon,Aubri,2/9/1999,6960323504,111.8270486,-8.1553145,500
ncrepelo6@reference.com,Netty,Crepel,1/7/1990,6967417877,120.047651,28.888555,80
cmendezo7@economist.com,Carolyne,Mendez,19/2/1993,6994476149,121.790282,37.175532,50
draymento8@livejournal.com,Dionne,Rayment,17/4/2000,6999640155,37.478747,55.813247,600
sgausono9@discovery.com,Sonya,Gauson,1/1/1993,6973283119,139.250061,36.2656673,360
fdudenieoa@deliciousdays.com,Ferne,Dudenie,29/6/2003,6999640122,119.7889248,29.1416432,840
toffillob@java.com,Tadd,Offill,27/7/1982,6999383380,53.701144,56.0116996,360
rjovicicoc@techcrunch.com,Raynard,Jovicic,20/12/1984,6987144406,106.804564,-6.588201,750
cbrookingod@archive.org,Cecilius,Brooking,27/3/1989,6969775146,125.1216524,1.4403744,430
vatchlyoe@imgur.com,Vanny,Atchly,29/10/1987,6919529213,113.5144,-6.9001,960
tgrinovof@indiegogo.com,Tori,Grinov,4/9/1984,6914663941,129.608929,61.845034,790
dvauneog@tumblr.com,Dean,Vaune,7/11/1991,6991214264,99.769283,27.58773,140
gsalkeldoh@biblegateway.com,Geoffry,Salkeld,9/11/1993,6979058660,112.746046,38.404242,120
rcinavasoi@cdc.gov,Richmond,Cinavas,20/8/1984,6901191195,116.6930225,24.3520171,310
ugerreltsoj@deviantart.com,Ursulina,Gerrelts,4/8/1999,6959077780,44.4970268,40.807399,860
cadamczykok@springer.com,Curcio,Adamczyk,22/6/1990,6998859239,120.4544261,17.8200009,700
spykermanol@nbcnews.com,Silvana,Pykerman,6/9/1986,6943678802,14.5569253,45.2110039,250
slintonom@geocities.com,Sonny,Linton,11/5/1994,6958467855,111.4544179,-6.8245964,600
sbalchenon@cornell.edu,Sig,Balchen,20/10/1993,6925732652,121.385604,28.372506,750
oseyoo@mozilla.com,Olympia,Sey,10/1/2001,6968244887,-73.7977928,40.864318,0
tmccleanop@nbcnews.com,Torin,McClean,25/5/1996,6972757444,113.732809,39.672791,390
sbedinhamoq@illinois.edu,Silvie,Bedinham,20/9/1980,6960781324,26.9970153,-16.8054223,180
wshanklinor@epa.gov,Wainwright,Shanklin,24/12/1996,6906839551,15.0050581,60.0715764,750
icullefordos@alexa.com,Idaline,Culleford,5/10/1987,6994571289,106.0776,-6.3019,250
kdessentot@360.cn,Konrad,Dessent,11/10/1995,6906099591,-9.3069187,38.7157106,440
cebbingou@mozilla.org,Colleen,Ebbing,23/9/1995,6966820742,55.928,56.0017,500
mphilsonov@noaa.gov,Massimiliano,Philson,2/1/1997,6972416924,103.534774,27.378875,930
eramiroow@taobao.com,Eugine,Ramiro,6/3/2001,6988588862,-8.5917806,41.4198927,520
shollylandox@twitter.com,Shir,Hollyland,3/10/1990,6988298870,21.2472912,45.7479837,40
rbeesoy@ucsd.edu,Roanne,Bees,4/11/1992,6970858472,-74.8591919,-14.25575,570
smauchlineoz@timesonline.co.uk,Starr,Mauchline,20/7/1986,6908469662,130.3745544,33.3074734,150
aolczakp0@census.gov,Aldin,Olczak,15/2/1994,6979905603,113.8614481,-7.0197713,700
skrammerp1@angelfire.com,Smitty,Krammer,11/2/1982,6929240862,113.253787,23.1456682,220
tbrassillp2@yolasite.com,Tull,Brassill,30/4/1991,6998174893,-71.6669341,-33.4557162,280
achaslep3@meetup.com,Abbott,Chasle,9/11/1996,6928475676,-80.5716199,22.2795961,850
jsarfatip4@smh.com.au,Jeri,Sarfati,8/1/2004,6980578196,38.0011402,55.9240189,530
mduesterp5@techcrunch.com,Madeleine,Duester,9/2/1984,6972371644,53.8101659,36.7284026,950
mnutbrownp6@sogou.com,Melania,Nutbrown,26/3/1988,6921675537,12.8970938,50.2671255,340
caitkenheadp7@skype.com,Courtenay,Aitkenhead,11/10/1985,6916724016,106.615284,-6.197006,670
jankrettp8@wordpress.com,Jerry,Ankrett,21/5/1997,6999782211,103.6487041,1.424768,570
mleadstonp9@mayoclinic.com,Mikol,Leadston,15/3/1983,6973448829,2.8797149,42.6962642,640
vkemetzpa@elpais.com,Valera,Kemetz,22/7/1994,6997053952,104.8104424,22.4177717,130
elurrimanpb@sbwire.com,Emanuel,Lurriman,16/6/1990,6932836068,40.2019954,61.6614104,240
mmothersolepc@gmpg.org,Mellicent,Mothersole,18/5/2001,6987172597,-9.3330417,38.7527042,990
bwillimotpd@nyu.edu,Brynn,Willimot,6/8/1988,6957940563,114.060419,22.5350405,70
mambergerpe@alibaba.com,Merle,Amberger,21/2/1991,6952274594,126.8526012,35.1595454,920
gackerleypf@ebay.co.uk,Gustie,Ackerley,28/5/2004,6908338373,-8.4748384,42.0269548,520
flinfordpg@artisteer.com,Farrand,Linford,12/3/1981,6978636591,46.0479668,50.7720302,130
npennellsph@xinhuanet.com,Noami,Pennells,5/9/1985,6971007111,102.6298251,14.9649534,510
lpaviepi@amazon.co.uk,Letti,Pavie,4/11/1986,6930350943,-8.6259188,39.2075584,130
eelsleypj@yellowbook.com,Ermentrude,Elsley,28/3/1998,6938224321,124.153749,7.5949353,90
kdallimorepk@marriott.com,Karoly,Dallimore,12/11/1993,6945275522,124.870243,12.532252,80
jscrivenerpl@comsenz.com,Josy,Scrivener,14/4/1997,6911706210,18.0232365,59.3362401,780
ntrussmanpm@simplemachines.org,Nelle,Trussman,18/2/1999,6974866908,12.0098218,57.6735995,360
cpatchettpn@nydailynews.com,Cyndi,Patchett,10/12/1985,6958726448,105.8862812,-6.3818749,680
dholdeypo@pen.io,Darrelle,Holdey,17/2/1997,6952799179,-69.0087365,10.1592286,380
prozecpp@upenn.edu,Pierrette,Rozec,1/9/1988,6958461485,14.4868829,46.2531292,740
kvistepq@desdev.cn,Kerrill,Viste,1/9/1996,6979986290,-47.1947232,-22.6475546,890
opetersonpr@imdb.com,Odey,Peterson,8/6/1995,6990826931,-82.6861446,8.5524587,350
zfairnps@amazon.co.jp,Zeke,Fairn,5/11/1995,6944014167,120.9666672,6,210
wburfordpt@japanpost.jp,Wynnie,Burford,9/12/1990,6973376255,36.5321926,55.6691322,990
mallawypu@360.cn,Morgan,Allawy,6/11/1991,6986687061,-49.4262684,-16.5030467,110
ebergenpv@hc360.com,Eirena,Bergen,13/3/1990,6975674073,38.0011402,55.9240189,700
bswatheridgepw@ow.ly,Barnie,Swatheridge,11/10/1992,6926988352,19.5273042,54.3202047,380
vtometpx@addthis.com,Vince,Tomet,10/11/1985,6993638257,98.8693609,3.6286693,140
hlerohanpy@sakura.ne.jp,Hank,Lerohan,7/9/1990,6926424953,-61.5471829,10.701232,880
kduquesnaypz@xing.com,Kali,Duquesnay,23/2/1982,6954423939,2.789137,49.395599,10
hkermannesq0@state.gov,Hally,Kermannes,9/7/1990,6909273537,17.592739,43.3831419,900
apuveq1@paypal.com,Ax,Puve,17/6/1991,6987858887,35.364922,32.456061,310
ccannellq2@gov.uk,Caressa,Cannell,18/6/1985,6968022193,113.74595,23.090823,20
noattesq3@geocities.com,Nedi,Oattes,5/9/1998,6923256640,112.7677319,-7.3474138,290
vcubbinq4@ihg.com,Virgie,Cubbin,4/9/1997,6958699078,-55.7980283,-29.7844393,470
nschniederq5@imageshack.us,Nataniel,Schnieder,25/2/1996,6961637783,18.4823439,54.5997042,510
dtezureq6@tripod.com,Dulciana,Tezure,21/2/1986,6908572541,37.4596409,-0.5388381,430
apeiroq7@friendfeed.com,Adrea,Peiro,24/7/1985,6912116383,5.4044268,43.5963366,200
gcaulwellq8@wufoo.com,Georgie,Caulwell,19/10/1995,6906004339,3.3590446,7.1453088,100
jdiblingq9@dedecms.com,Jaquelyn,Dibling,19/6/1992,6922049564,23.7958162,38.3212968,720
fmaestroqa@whitehouse.gov,Felice,Maestro,28/10/1994,6988159036,30.2046941,-31.0510939,830
dgirardoniqb@feedburner.com,Dusty,Girardoni,3/12/1982,6981799664,55.5243352,-20.9304923,830
tmacilraithqc@ted.com,Trista,MacIlraith,13/4/1988,6999064063,6.16417,49.25362,540
rworgenqd@youtube.com,Ronna,Worgen,9/1/1999,6905395180,103.187824,26.082873,140
ngodingqe@senate.gov,Noak,Goding,18/1/1989,6958872170,-119.7078532,39.603484,490
dpawlettqf@wikispaces.com,Daffie,Pawlett,30/4/2003,6991632139,9.6693512,59.1280914,370
cfrippsqg@fastcompany.com,Chick,Fripps,10/12/1981,6940918715,-70.8233213,19.7553444,150
zjoyqh@google.nl,Zeb,Joy,10/11/1981,6913871544,28.3345399,-31.06523,540
bcockerqi@uiuc.edu,Blayne,Cocker,29/8/1987,6902777523,111.6556388,-7.5450262,190
ewooffindenqj@sfgate.com,Enid,Wooffinden,25/4/1991,6986187075,41.2962218,54.9999653,60
rsoaneqk@exblog.jp,Richard,Soane,29/10/1983,6922937539,6.121072,45.9018536,150
cskillql@seattletimes.com,Cristy,Skill,12/10/1998,6974437517,9.1843676,36.7333193,970
nclinnickqm@istockphoto.com,Nealon,Clinnick,17/3/1990,6995385954,-73.9319061,45.4235609,810
cpalleqn@dailymail.co.uk,Catherine,Palle,23/8/1991,6985242362,18.0807273,59.3092322,220
mbarajazqo@china.com.cn,Maryellen,Barajaz,17/12/1989,6933240372,20.1323725,49.4705944,850
oeilersqp@cbc.ca,Otto,Eilers,2/11/1992,6902950715,14.8062347,46.2961712,440
thattoeqq@unesco.org,Taite,Hattoe,13/7/1999,6973030933,13.5695991,58.3906739,360
cdiganceqr@creativecommons.org,Carleen,Digance,30/1/2002,6940783034,118.8276355,-8.4709546,680
rlevittqs@mozilla.org,Randi,Levitt,12/10/1994,6909933809,-81.138279,35.9015016,640
hlassetterqt@wufoo.com,Hyacintha,Lassetter,27/9/1998,6998614070,21.32667,55.55361,580
rbotlerqu@newsvine.com,Rodney,Botler,8/12/1999,6950743028,33.4215334,35.1000306,670
lbricknerqv@chronoengine.com,Lana,Brickner,31/12/1999,6924859850,-57.1407852,-26.6707181,590
rtregidgoqw@dailymail.co.uk,Rodger,Tregidgo,31/3/1981,6973008511,46.3893765,43.2150141,80
gbrittlebankqx@com.com,Guillema,Brittlebank,22/4/1982,6977253982,108.6086561,-7.6594377,460
dguiraudqy@comcast.net,Dale,Guiraud,26/9/1980,6977551303,108.5492848,-7.3878712,900
sdungeeqz@symantec.com,Stefa,Dungee,24/10/2000,6932849558,121.5250628,17.4458367,590
efashamr0@ucsd.edu,Ethel,Fasham,3/8/1995,6982025631,24.4422029,53.1516417,180
csheekeyr1@stumbleupon.com,Colman,Sheekey,24/4/1996,6914803930,102.8514837,14.4437531,640
cfoucherr2@mediafire.com,Chilton,Foucher,19/2/2002,6936950271,30.2046941,-31.0510939,570
tbernaciakr3@amazon.com,Taite,Bernaciak,11/12/1991,6935845444,-62.278743,-38.7239099,770
lcollumbiner4@google.com.au,Lanni,Collumbine,20/4/1991,6905661788,109.482078,28.572029,970
bswiggr5@umn.edu,Beatriz,Swigg,18/7/1990,6914721657,119.443303,32.399108,280
rmcewanr6@omniture.com,Ruddy,McEwan,28/12/1987,6938227499,126.918087,41.811979,790
cyvenr7@foxnews.com,Cass,Yven,20/2/1999,6913810396,47.3773853,42.3728288,100
nthorogoodr8@answers.com,Nehemiah,Thorogood,29/3/1998,6971474853,114.362112,25.401313,350
ldicarlir9@adobe.com,Leeann,Di Carli,13/8/1988,6954548852,-77.2864879,3.2572094,910
pnossentra@1688.com,Phip,Nossent,23/12/1999,6916349838,124.8109085,53.6934353,370
adaffornerb@topsy.com,Alysa,Dafforne,9/3/1990,6986193200,114.7380385,-3.7901775,950
jfenlonrc@jigsy.com,Jewelle,Fenlon,24/12/1983,6923012829,114.891614,30.400572,330
smussaredrd@gizmodo.com,Sven,Mussared,8/12/2001,6972164667,23.678736,41.1009418,830
akoptare@sogou.com,Arthur,Kopta,28/1/1988,6956757746,158.4280558,52.9029991,750
crabjohnsrf@symantec.com,Chrisse,Rabjohns,26/3/2001,6903699733,-77.6929792,-9.2623446,810
mbrokrg@pbs.org,Mirilla,Brok,13/5/1983,6948529118,-80.5569566,8.3048218,240
eovernellrh@t-online.de,Emogene,Overnell,6/4/1984,6982364246,58.0384692,36.4056598,60
lcomleyri@narod.ru,Lorne,Comley,5/10/1986,6996219276,-53.088539,-23.4739979,60
atuffellrj@shop-pro.jp,Amos,Tuffell,27/4/1989,6914892926,18.09998,53.84455,850
eshieldsrk@homestead.com,Emera,Shields,14/10/1998,6906686134,121.159547,30.049992,480
jelcombrl@woothemes.com,Jared,Elcomb,14/11/2000,6994447541,-62.767337,17.295373,730
rcarhartrm@hp.com,Roshelle,Carhart,1/3/1982,6995431481,5.0488236,47.3080493,820
afarryannrn@pbs.org,Alvie,Farryann,16/12/1992,6998722954,-48.4560109,-14.4681236,30
sconenro@altervista.org,Susana,Conen,21/2/2004,6927749374,72.40078,57.512722,300
rblodgettsrp@marriott.com,Raynell,Blodgetts,25/9/2003,6940224029,15.8838159,49.3932119,550
cmcpharlainrq@technorati.com,Cazzie,McPharlain,20/7/1999,6968641976,114.498761,37.444498,460
uwallerbridgerr@nydailynews.com,Ulrikaumeko,Waller-Bridge,3/6/1985,6982694921,-65.0306302,-42.7700601,220
